Image Taken,Image Number,Latitude,Longitude,Time
True,1,50.70736971857793,130.54929375826907,23:42:40
True,2,50.61083347618161,131.19632285681425,23:42:47
True,3,50.50865971868808,131.85149901192432,23:42:54
True,4,50.40469357185713,132.49042501931586,23:43:01
True,5,50.296469698512226,133.12902268372142,23:43:07
True,6,50.184732165202895,133.76294559201062,23:43:14
True,7,50.06939980726505,134.39290204935367,23:43:21
True,8,49.949593094341864,135.02362560604215,23:43:28
